"Daily temperatures (mean, min, max) for Richmond, VA. Jan 1, 1939 - Feb 20, 2024",,,
Datasource: NCDC Daily Data,,,
"Station: USW00013740, Richmond Airport",,,
,,,
YEARMONTHDAY,TAVG,TMAX,TMIN
19790411,,72,37
19790412,,81,50
19790413,,64,47
19790414,,67,42
19790415,,69,44
19790416,,58,45
19790417,,63,37
19790418,,70,41
19790419,,70,40
19790420,,69,41
19790421,,75,40
19790422,,83,50
19790423,,80,63
19790424,,73,60
19790425,,79,57
19790426,,67,62
19790427,,76,62
19790428,,69,50
19790429,,68,44
19790430,,77,42
19790501,,76,50
19790502,,77,44
19790503,,82,52
19790504,,82,55
19790505,,69,48
19790506,,75,44
19790507,,83,49
19790508,,84,59
19790509,,87,62
19790510,,80,65
19790511,,85,68
19790512,,84,67
19790513,,81,66
19790514,,67,55
19790515,,80,49
19790516,,76,56
19790517,,73,48
19790518,,71,51
19790519,,65,57
19790520,,76,59
19790521,,74,60
19790522,,77,60
19790523,,83,67
19790524,,81,67
19790525,,74,55
19790526,,65,45
19790527,,79,49
19790528,,79,60
19790529,,83,57
19790530,,83,57
19790531,,81,67
19790601,,87,70
19790602,,81,66
19790603,,76,61
19790604,,73,60
19790605,,85,54
19790606,,87,61
19790607,,86,66
19790608,,86,66
19790609,,89,68
19790610,,91,69
19790611,,76,60
19790612,,81,50
19790613,,83,54
19790614,,80,52
19790615,,83,48
19790616,,79,59
19790617,,73,62
19790618,,92,62
19790619,,79,62
19790620,,81,56
19790621,,72,55
19790622,,90,62
19790623,,91,63
19790624,,77,56
19790625,,75,51
19790626,,76,51
19790627,,79,53
19790628,,83,56
19790629,,88,63
19790630,,88,67
19790701,,84,66
19790702,,86,67
19790703,,86,61
19790704,,79,62
19790705,,80,56
19790706,,79,55
19790707,,82,57
19790708,,85,59
19790709,,84,62
19790710,,81,66
19790711,,86,62
19790712,,93,69
19790713,,91,73
19790714,,87,71
19790715,,88,73
19790716,,90,73
19790717,,90,72
19790718,,89,70
19790719,,81,71
19790720,,85,70
19790721,,75,69
19790722,,81,70
19790723,,89,72
19790724,,90,70
19790725,,91,72
19790726,,87,73
19790727,,90,75
19790728,,91,73
19790729,,92,74
19790730,,78,72
19790731,,86,74
19790801,,94,71
19790802,,90,74
19790803,,85,72
19790804,,91,72
19790805,,92,71
19790806,,95,71
19790807,,90,72
19790808,,96,70
19790809,,90,69
19790810,,97,74
19790811,,94,69
19790812,,71,61
19790813,,79,57
19790814,,85,60
19790815,,80,61
19790816,,76,55
19790817,,80,56
19790818,,80,65
19790819,,85,69
19790820,,88,69
19790821,,81,67
19790822,,81,64
19790823,,86,68
19790824,,90,70
19790825,,91,71
19790826,,93,74
19790827,,92,74
19790828,,89,72
19790829,,87,71
19790830,,93,71
19790831,,89,72
19790901,,85,70
19790902,,84,72
19790903,,86,72
19790904,,87,70
19790905,,77,74
19790906,,89,74
19790907,,87,68
19790908,,77,62
19790909,,77,56
19790910,,79,58
19790911,,84,56
19790912,,81,63
19790913,,82,62
19790914,,86,74
19790915,,76,60
19790916,,74,55
19790917,,77,53
19790918,,80,53
19790919,,82,54
19790920,,74,53
19790921,,77,62
19790922,,77,65
19790923,,66,60
19790924,,67,57
19790925,,66,59
19790926,,75,64
19790927,,79,65
19790928,,82,64
19790929,,77,71
19790930,,74,69
19791001,,81,66
19791002,,83,64
19791003,,74,59
19791004,,77,52
19791005,,67,49
19791006,,69,43
19791007,,65,45
19791008,,71,44
19791009,,81,50
19791010,,51,37
19791011,,57,40
19791012,,73,44
19791013,,65,44
19791014,,60,36
19791015,,65,35
19791016,,69,44
19791017,,75,48
19791018,,79,49
19791019,,76,51
19791020,,80,58
19791021,,83,60
19791022,,84,59
19791023,,81,55
19791024,,59,39
19791025,,59,35
19791026,,53,34
19791027,,56,31
19791028,,73,38
19791029,,72,45
19791030,,68,44
19791031,,65,42
19791101,,75,46
19791102,,79,57
19791103,,67,42
19791104,,60,35
19791105,,59,37
19791106,,64,36
19791107,,64,39
19791108,,59,32
19791109,,67,48
19791110,,72,61
19791111,,63,46
19791112,,50,44
19791113,,52,45
19791114,,51,33
19791115,,53,28
19791116,,58,34
19791117,,67,30
19791118,,72,36
19791119,,73,38
19791120,,75,39
19791121,,74,40
19791122,,74,43
19791123,,77,53
19791124,,76,61
19791125,,75,51
19791126,,73,52
19791127,,67,45
19791128,,68,42
19791129,,44,30
19791130,,42,23
19791201,,49,21
19791202,,42,28
19791203,,44,22
19791204,,56,27
19791205,,60,24
19791206,,52,42
19791207,,55,40
19791208,,54,32
19791209,,43,24
19791210,,62,27
19791211,,68,30
19791212,,72,41
19791213,,65,43
19791214,,45,28
19791215,,46,28
19791216,,57,36
19791217,,46,23
19791218,,37,16
19791219,,44,23
19791220,,38,27
19791221,,41,31
19791222,,50,33
19791223,,62,42
19791224,,69,49
19791225,,65,44
19791226,,58,31
19791227,,50,28
19791228,,57,27
19791229,,62,29
19791230,,63,28
19791231,,52,30
19800101,,50,27
19800102,,49,30
19800103,,45,23
19800104,,41,32
19800105,,33,27
19800106,,35,18
19800107,,45,19
19800108,,46,34
19800109,,42,28
19800110,,41,24
19800111,,63,33
19800112,,56,35
19800113,,38,31
19800114,,46,37
19800115,,60,40
19800116,,59,34
19800117,,48,35
19800118,,48,43
19800119,,54,32
19800120,,57,30
19800121,,51,26
19800122,,53,35
19800123,,51,29
19800124,,41,22
19800125,,62,39
19800126,,49,35
19800127,,45,33
19800128,,53,31
19800129,,42,29
19800130,,34,24
19800131,,30,20
19800201,,31,11
19800202,,34,16
19800203,,36,12
19800204,,37,23
19800205,,41,16
19800206,,32,26
19800207,,42,21
19800208,,46,23
19800209,,35,31
19800210,,38,18
19800211,,44,11
19800212,,41,23
19800213,,42,19
19800214,,58,25
19800215,,49,33
19800216,,53,30
19800217,,37,21
19800218,,44,16
19800219,,54,21
19800220,,65,33
19800221,,68,42
19800222,,72,50
19800223,,66,45
19800224,,66,44
19800225,,47,35
19800226,,41,25
19800227,,51,22
19800228,,39,28
19800229,,40,20
19800301,,21,13
19800302,,24,16
19800303,,42,16
19800304,,56,16
19800305,,57,40
19800306,,56,38
19800307,,68,34
19800308,,73,58
19800309,,69,41
19800310,,68,34
19800311,,58,38
19800312,,44,33
19800313,,40,30
19800314,,54,35
19800315,,62,31
19800316,,72,33
19800317,,71,55
19800318,,63,38
19800319,,60,30
19800320,,68,45
19800321,,74,47
19800322,,55,40
19800323,,63,34
19800324,,59,43
19800325,,66,42
19800326,,55,35
19800327,,61,34
19800328,,52,40
19800329,,71,50
19800330,,67,52
19800331,,53,43
19800401,,63,40
19800402,,77,37
19800403,,71,52
19800404,,80,54
19800405,,66,49
19800406,,72,39
19800407,,69,47
19800408,,73,56
19800409,,82,59
19800410,,74,50
19800411,,79,54
19800412,,75,53
19800413,,68,55
19800414,,75,56
19800415,,64,49
19800416,,60,41
19800417,,62,34
19800418,,73,39
19800419,,79,40
19800420,,81,52
19800421,,79,50
19800422,,81,49
19800423,,83,54
19800424,,87,52
19800425,,78,58
19800426,,61,51
19800427,,76,54
19800428,,60,54
19800429,,72,48
19800430,,67,50
19800501,,70,54
19800502,,79,54
19800503,,81,48
19800504,,88,59
19800505,,91,54
19800506,,89,57
19800507,,83,60
19800508,,68,45
19800509,,63,39
19800510,,73,36
19800511,,80,56
19800512,,89,62
19800513,,84,72
19800514,,85,60
19800515,,73,52
19800516,,74,47
19800517,,74,46
19800518,,79,59
19800519,,87,64
19800520,,73,65
19800521,,72,59
19800522,,82,55
19800523,,82,65
19800524,,82,67
19800525,,81,65
19800526,,77,56
19800527,,77,51
19800528,,83,53
19800529,,89,59
19800530,,88,65
19800531,,86,65
19800601,,88,65
19800602,,88,69
19800603,,92,68
19800604,,81,63
19800605,,81,56
19800606,,78,53
19800607,,92,66
19800608,,92,62
19800609,,77,48
19800610,,81,55
19800611,,76,57
19800612,,75,55
19800613,,78,51
19800614,,86,52
19800615,,94,62
19800616,,88,62
19800617,,79,56
19800618,,76,53
19800619,,82,51
19800620,,84,57
19800621,,83,52
19800622,,88,55
19800623,,92,63
19800624,,86,66
19800625,,81,69
19800626,,76,68
19800627,,95,63
19800628,,98,72
19800629,,101,73
19800630,,88,70
19800701,,87,58
19800702,,95,66
19800703,,87,76
19800704,,91,73
19800705,,97,70
19800706,,91,65
19800707,,88,59
19800708,,81,66
19800709,,89,66
19800710,,89,70
19800711,,92,71
19800712,,96,70
19800713,,87,66
19800714,,90,59
19800715,,92,64
19800716,,101,71
19800717,,100,68
19800718,,93,70
19800719,,96,72
19800720,,99,75
19800721,,100,76
19800722,,96,72
19800723,,80,70
19800724,,86,69
19800725,,90,65
19800726,,91,67
19800727,,88,66
19800728,,86,71
19800729,,89,72
19800730,,92,68
19800731,,95,73
19800801,,99,75
19800802,,99,72
19800803,,99,79
19800804,,99,71
19800805,,99,74
19800806,,96,73
19800807,,94,73
19800808,,97,72
19800809,,97,73
19800810,,97,72
19800811,,99,73
19800812,,94,78
19800813,,91,71
19800814,,97,67
19800815,,96,76
19800816,,85,67
19800817,,79,61
19800818,,76,64
19800819,,84,69
19800820,,90,69
19800821,,76,64
19800822,,78,61
19800823,,81,65
19800824,,90,67
19800825,,93,62
19800826,,90,61
19800827,,96,64
19800828,,98,66
19800829,,95,68
19800830,,95,70
19800831,,95,72
19800901,,98,72
19800902,,100,74
19800903,,92,73
19800904,,92,69
19800905,,94,70
19800906,,91,66
19800907,,88,65
19800908,,87,61
19800909,,88,60
19800910,,79,58
19800911,,83,54
19800912,,90,54
19800913,,91,58
19800914,,95,67
19800915,,85,70
19800916,,80,61
19800917,,90,68
19800918,,84,68
19800919,,82,65
19800920,,86,65
19800921,,94,69
19800922,,97,72
19800923,,91,74
19800924,,75,66
19800925,,76,66
19800926,,79,58
19800927,,71,48
19800928,,68,46
19800929,,76,52
19800930,,68,61
19801001,,68,63
19801002,,80,58
19801003,,60,52
19801004,,68,52
19801005,,63,50
19801006,,66,42
19801007,,69,38
19801008,,78,42
19801009,,84,52
19801010,,70,56
19801011,,83,56
19801012,,65,44
19801013,,64,40
19801014,,65,34
19801015,,78,42
19801016,,80,48
19801017,,81,53
19801018,,78,67
19801019,,70,54
19801020,,64,47
19801021,,71,42
19801022,,73,43
19801023,,57,44
19801024,,62,43
19801025,,60,40
19801026,,56,36
19801027,,57,31
19801028,,64,47
19801029,,56,44
19801030,,48,35
19801031,,65,30
19801101,,69,43
19801102,,56,33
19801103,,61,30
19801104,,55,45
19801105,,62,39
19801106,,58,32
19801107,,72,37
19801108,,79,53
19801109,,77,46
19801110,,71,36
19801111,,51,29
19801112,,56,29
19801113,,66,29
19801114,,72,39
19801115,,58,48
19801116,,49,34
19801117,,40,34
19801118,,46,34
19801119,,50,27
19801120,,51,24
19801121,,57,23
19801122,,55,24
19801123,,51,27
19801124,,59,43
19801125,,56,35
19801126,,48,27
19801127,,52,38
19801128,,49,36
19801129,,50,33
19801130,,55,32
19801201,,70,38
19801202,,69,39
19801203,,53,34
19801204,,50,28
19801205,,45,28
19801206,,61,40
19801207,,67,39
19801208,,75,42
19801209,,66,56
19801210,,66,39
19801211,,47,29
19801212,,52,26
19801213,,64,36
19801214,,51,27
19801215,,45,25
19801216,,46,36
19801217,,40,23
19801218,,58,20
19801219,,59,25
19801220,,28,14
19801221,,29,11
19801222,,34,11
19801223,,38,27
19801224,,46,28
19801225,,33,9
19801226,,26,5
19801227,,31,22
19801228,,41,29
19801229,,44,38
19801230,,46,29
19801231,,34,26
19810101,,39,29
19810102,,45,27
19810103,,42,21
19810104,,32,14
19810105,,31,6
19810106,,45,12
19810107,,45,23
19810108,,28,14
19810109,,30,11
19810110,,33,10
19810111,,22,5
19810112,,21,4
19810113,,31,2
19810114,,43,24
19810115,,37,28
19810116,,43,25
19810117,,32,19
19810118,,41,10
19810119,,60,18
19810120,,57,27
19810121,,43,31
19810122,,52,25
19810123,,45,25
19810124,,47,21
19810125,,54,24
19810126,,65,34
19810127,,64,42
19810128,,50,30
19810129,,53,26
19810130,,34,23
19810131,,40,16
19810201,,57,15
19810202,,61,29
19810203,,29,16
19810204,,34,12
19810205,,32,14
19810206,,46,20
19810207,,52,21
19810208,,47,31
19810209,,43,23
19810210,,60,27
19810211,,66,30
19810212,,30,18
19810213,,37,16
19810214,,52,23
19810215,,55,24
19810216,,63,27
19810217,,66,43
19810218,,73,52
19810219,,70,53
19810220,,58,49
19810221,,57,47
19810222,,57,51
19810223,,60,39
19810224,,56,36
19810225,,60,33
19810226,,56,33
19810227,,61,31
19810228,,76,33
19810301,,65,44
19810302,,55,41
19810303,,50,30
19810304,,54,24
19810305,,44,35
19810306,,52,29
19810307,,48,27
19810308,,49,29
19810309,,51,32
19810310,,54,25
19810311,,58,26
19810312,,56,27
19810313,,71,32
19810314,,54,27
19810315,,66,23
19810316,,55,30
19810317,,60,25
19810318,,45,28
19810319,,42,28
19810320,,48,24
19810321,,54,28
19810322,,51,27
19810323,,42,34
19810324,,59,29
19810325,,60,31
19810326,,66,28
19810327,,68,45
19810328,,67,34
19810329,,77,40
19810330,,69,59
19810331,,80,51
19810401,,78,53
19810402,,79,51
19810403,,88,42
19810404,,82,59
19810405,,80,58
19810406,,58,36
19810407,,65,31
19810408,,75,39
19810409,,65,56
19810410,,73,45
19810411,,82,54
19810412,,87,53
19810413,,54,45
19810414,,74,47
19810415,,63,40
19810416,,71,34
19810417,,65,58
19810418,,85,60
19810419,,72,52
19810420,,63,48
19810421,,58,36
19810422,,72,35
19810423,,80,57
19810424,,71,51
19810425,,64,45
19810426,,71,35
19810427,,78,52
19810428,,89,52
19810429,,85,61
19810430,,69,53
19810501,,75,48
19810502,,64,44
19810503,,72,42
19810504,,81,43
19810505,,73,48
19810506,,78,54
19810507,,67,43
19810508,,66,39
19810509,,75,47
19810510,,68,59
19810511,,75,60
19810512,,73,53
19810513,,74,42
19810514,,82,55
19810515,,78,59
19810516,,70,56
19810517,,76,51
19810518,,65,47
19810519,,52,47
19810520,,58,47
19810521,,75,48
19810522,,85,52
19810523,,81,56
19810524,,86,54
19810525,,90,55
19810526,,86,63
19810527,,85,66
19810528,,76,63
19810529,,80,65
19810530,,86,65
19810531,,83,68
19810601,,71,64
19810602,,81,64
19810603,,85,67
19810604,,90,73
19810605,,91,70
19810606,,83,71
19810607,,84,68
19810608,,87,60
19810609,,93,74
19810610,,91,69
19810611,,87,66
19810612,,83,66
19810613,,91,71
19810614,,94,76
19810615,,98,73
19810616,,98,75
19810617,,90,71
19810618,,82,69
19810619,,90,71
19810620,,91,69
19810621,,94,68
19810622,,96,73
19810623,,87,69
19810624,,91,63
19810625,,96,72
19810626,,82,65
19810627,,81,56
19810628,,85,56
19810629,,88,57
19810630,,86,60
19810701,,81,67
19810702,,84,68
19810703,,81,70
19810704,,86,70
19810705,,90,70
19810706,,84,71
19810707,,93,71
19810708,,95,71
19810709,,96,75
19810710,,96,76
19810711,,92,72
19810712,,93,69
19810713,,92,75
19810714,,95,76
19810715,,85,66
19810716,,76,67
19810717,,86,69
19810718,,91,65
19810719,,95,67
19810720,,96,76
19810721,,97,73
19810722,,87,71
19810723,,84,67
19810724,,78,66
19810725,,87,70
19810726,,93,72
19810727,,96,74
19810728,,96,74
19810729,,93,68
19810730,,83,62
19810731,,85,58
19810801,,85,61
19810802,,88,64
19810803,,87,70
19810804,,93,71
19810805,,95,73
19810806,,80,69
19810807,,82,70
19810808,,87,73
19810809,,92,73
19810810,,92,70
19810811,,86,72
19810812,,80,68
19810813,,86,63
19810814,,92,65
19810815,,90,66
19810816,,90,72
19810817,,81,61
19810818,,82,58
19810819,,71,65
19810820,,80,60
19810821,,81,56
19810822,,67,60
19810823,,83,58
19810824,,88,63
19810825,,82,64
19810826,,81,62
19810827,,85,61
19810828,,88,61
19810829,,85,62
19810830,,82,68
19810831,,86,67
19810901,,89,65
19810902,,86,67
19810903,,84,67
19810904,,80,66
19810905,,78,67
19810906,,83,65
19810907,,81,66
19810908,,87,65
19810909,,82,56
19810910,,83,55
19810911,,89,57
19810912,,92,61
19810913,,91,64
19810914,,91,64
19810915,,88,68
19810916,,72,66
19810917,,75,60
19810918,,71,58
19810919,,70,53
19810920,,80,53
19810921,,82,53
19810922,,83,56
19810923,,70,47
19810924,,75,40
19810925,,78,43
19810926,,81,50
19810927,,85,53
19810928,,80,49
19810929,,73,43
19810930,,76,49
19811001,,87,56
19811002,,71,44
19811003,,65,40
19811004,,71,37
19811005,,84,52
19811006,,87,54
19811007,,72,45
19811008,,67,42
19811009,,66,40
19811010,,67,38
19811011,,63,48
19811012,,65,44
19811013,,59,39
19811014,,68,39
19811015,,70,40
19811016,,77,40
19811017,,66,40
19811018,,79,46
19811019,,60,32
19811020,,66,28
19811021,,76,37
19811022,,79,42
19811023,,75,46
19811024,,50,39
19811025,,54,44
19811026,,70,52
19811027,,71,59
19811028,,74,53
19811029,,56,48
19811030,,58,52
19811031,,58,52
19811101,,69,51
19811102,,76,50
19811103,,73,48
19811104,,76,48
19811105,,74,49
19811106,,69,48
19811107,,57,43
19811108,,67,31
19811109,,68,33
19811110,,53,45
19811111,,63,43
19811112,,52,35
19811113,,55,31
19811114,,55,40
19811115,,65,50
19811116,,71,37
19811117,,54,47
19811118,,65,41
19811119,,67,33
19811120,,73,44
19811121,,51,33
19811122,,48,24
19811123,,46,23
19811124,,38,32
19811125,,47,28
19811126,,54,24
19811127,,69,43
19811128,,56,30
19811129,,49,27
19811130,,45,26
19811201,,41,32
19811202,,65,40
19811203,,52,39
19811204,,47,39
19811205,,51,35
19811206,,51,33
19811207,,56,32
19811208,,64,40
19811209,,41,28
19811210,,41,25
19811211,,40,28
19811212,,44,24
19811213,,45,20
19811214,,38,25
19811215,,38,34
19811216,,43,27
19811217,,46,27
19811218,,45,29
19811219,,35,23
19811220,,33,15
19811221,,39,11
19811222,,48,32
19811223,,66,44
19811224,,52,39
19811225,,40,34
19811226,,38,30
19811227,,42,32
19811228,,47,28
19811229,,49,32
19811230,,41,24
19811231,,50,22
19820101,,60,38
19820102,,46,32
19820103,,42,32
19820104,,70,39
19820105,,52,34
19820106,,56,35
19820107,,72,38
19820108,,44,32
19820109,,43,21
19820110,,22,7
19820111,,16,4
19820112,,27,9
19820113,,27,20
19820114,,26,20
19820115,,28,12
19820116,,39,21
19820117,,25,4
19820118,,31,11
19820119,,29,25
19820120,,45,25
19820121,,34,28
19820122,,29,23
19820123,,37,27
19820124,,39,22
19820125,,33,19
19820126,,29,18
19820127,,30,11
19820128,,47,20
19820129,,49,23
19820130,,53,26
19820131,,67,38
19820201,,66,34
19820202,,42,32
19820203,,57,36
19820204,,53,41
19820205,,42,37
19820206,,46,33
19820207,,43,23
19820208,,54,28
19820209,,50,38
19820210,,40,31
19820211,,49,30
19820212,,46,28
19820213,,42,29
19820214,,53,24
19820215,,67,38
19820216,,65,54
19820217,,55,36
19820218,,36,33
19820219,,51,35
19820220,,55,34
19820221,,56,43
19820222,,47,37
19820223,,63,32
19820224,,56,38
19820225,,43,30
19820226,,38,25
19820227,,34,30
19820228,,45,30
19820301,,53,26
19820302,,63,38
19820303,,57,35
19820304,,51,35
19820305,,73,38
19820306,,47,37
19820307,,40,37
19820308,,47,32
19820309,,62,32
19820310,,57,33
19820311,,71,39
19820312,,74,51
19820313,,74,52
19820314,,65,49
19820315,,55,39
19820316,,45,39
19820317,,82,42
19820318,,56,40
19820319,,66,45
19820320,,47,45
19820321,,69,44
19820322,,61,42
19820323,,59,34
19820324,,61,34
19820325,,68,40
19820326,,55,38
19820327,,47,31
19820328,,48,26
19820329,,60,25
19820330,,71,36
19820331,,71,54
19820401,,75,44
19820402,,75,45
19820403,,77,49
19820404,,70,48
19820405,,55,38
19820406,,52,32
19820407,,51,26
19820408,,50,31
19820409,,57,34
19820410,,57,31
19820411,,63,41
19820412,,68,36
19820413,,79,52
19820414,,70,46
19820415,,71,41
19820416,,81,47
19820417,,83,63
19820418,,71,49
19820419,,74,41
19820420,,66,49
